9,1/25/1995,1995,JANUARY,1,1.27,-0.098633369,,,,,,,,,,,,,,,
10,1/25/1995,1995,JANUARY,1,3.32,0.615233408,0.258300019,,2.295,,,,,,,,,,,,
9,2/15/1995,1995,FEBRUARY,2,0.45,-0.384180079,,,,,,,,,,,,,,,
10,2/15/1995,1995,FEBRUARY,2,2.36,0.28093482,-0.05162263,0.20667739,1.405,,,,,,,,,,,,
9,3/23/1995,1995,MARCH,3,0.31,-0.432931957,,,,,,,,,,,,,,,
10,3/23/1995,1995,MARCH,3,1.43,-0.042916937,-0.237924447,-0.031247057,0.87,,,,,,,,,,,,
9,4/25/1995,1995,APRIL,4,1.43,-0.042916937,,,,,,,,,,,,,,,
10,4/25/1995,1995,APRIL,4,0.83,-0.251853555,-0.147385246,-0.178632303,1.13,,,,,,,,,,,,
9,5/20/1995,1995,MAY,5,0.83,-0.251853555,,,,,,,,,,,,,,,
10,5/20/1995,1995,MAY,5,0.53,-0.356321864,-0.304087709,-0.482720012,0.68,,,,,,,,,,,,
9,6/14/1995,1995,JUNE,6,0.09,-0.50954205,,,,,,,,,,,,,,,
10,6/14/1995,1995,JUNE,6,0.67,-0.307569986,-0.408556018,-0.89127603,0.38,,,,,,,,,,,,
9,7/6/1995,1995,JULY,7,0.27,-0.446861064,,,,,,,,,,,,,,,
10,7/6/1995,1995,JULY,7,0.02,-0.535310899,-0.491085982,-1.382362012,0.143,,,,,,,,,,,,
9,8/22/1995,1995,AUGUST,8,2.21,0.228700665,,,,,,,,,,,,,,,
10,8/22/1995,1995,AUGUST,8,1.25,-0.105597923,0.061551371,-1.320810641,1.73,,,,,,,,,,,,
9,9/21/1995,1995,SEPTEMBER,9,0.69,-0.300605432,,,,,,,,,,,,,,,
10,9/21/1995,1995,SEPTEMBER,9,0.12,-0.499095219,-0.399850325,-1.720660966,0.405,,,,,,,,,,,,
9,10/12/1995,1995,OCTOBER,10,0.48,-0.373733248,,,,,,,,,,,,,,,
10,10/12/1995,1995,OCTOBER,10,0.06,-0.51998888,-0.446861064,-2.167522031,0.27,,,,,,,,,,,,
9,12/8/1995,1995,DECEMBER,12,0.64,-0.318016817,,,,,,,,,,,,,,,
10,12/8/1995,1995,DECEMBER,12,0.41,-0.398109187,-0.358063002,-2.525585033,0.525,0.893909091,,,,,,,,,,,
9,1/23/1996,1996,JANUARY,1,0.05,-0.523471157,0.05,-2.48,0.05,,,,,,,,,,,,
9,2/12/1996,1996,FEBRUARY,2,0.17,-0.481683834,,,,,,,,,,,,,,,
10,2/12/1996,1996,FEBRUARY,2,19.30,6.179911985,2.849114076,0.37,9.735,,,,,,,,,,,,
9,3/19/1996,1996,MARCH,3,0.20,-0.471237003,,,,,,,,,,,,,,,
10,3/19/1996,1996,MARCH,3,6.62,1.764384803,0.6465739,1.02,3.41,,,,,,,,,,,,
9,4/18/1996,1996,APRIL,4,0.02,-0.535310899,,,,,,,,,,,,,,,
10,4/18/1996,1996,APRIL,4,0.22,-0.464272449,-0.499791674,0.52,0.118,,,,,,,,,,,,
9,5/7/1996,1996,MAY,5,0.30,-0.436414234,,,,,,,,,,,,,,,
10,5/7/1996,1996,MAY,5,0.15,-0.488648388,-0.462531311,0.06,0.225,,,,,,,,,,,,
9,6/17/1996,1996,JUNE,6,0.01,-0.537400265,,,,,,,,,,,,,,,
10,6/17/1996,1996,JUNE,6,0.39,-0.405073741,-0.471237003,-0.41,0.2,,,,,,,,,,,,
9,7/23/1996,1996,JULY,7,0.40,-0.401591464,,,,,,,,,,,,,,,
10,7/23/1996,1996,JULY,7,0.36,-0.415520572,-0.408556018,-0.82,0.38,,,,,,,,,,,,
9,8/22/1996,1996,AUGUST,8,0.04,-0.526953434,,,,,,,,,,,,,,,
10,8/22/1996,1996,AUGUST,8,0.02,-0.535310899,-0.531132167,-1.35,0.028,,,,,,,,,,,,
9,9/16/1996,1996,SEPTEMBER,9,6.83,1.83751262,,,,,,,,,,,,,,,
10,9/16/1996,1996,SEPTEMBER,9,6.83,1.83751262,1.83751262,0.48,6.83,,,,,,,,,,,,
9,10/22/1996,1996,OCTOBER,10,1.04,-0.178725739,,,,,,,,,,,,,,,
10,10/22/1996,1996,OCTOBER,10,4.53,1.036588919,0.42893159,0.91,2.785,,,,,,,,,,,,
9,11/14/1996,1996,NOVEMBER,11,0.80,-0.262300386,,,,,,,,,,,,,,,
10,11/14/1996,1996,NOVEMBER,11,2.33,0.270487989,0.004093802,0.92,1.565,,,,,,,,,,,,
9,12/18/1996,1996,DECEMBER,12,8.01,2.2484213,,,,,,,,,,,,,,,
10,12/18/1996,1996,DECEMBER,12,3.41,0.6465739,1.4474976,2.36,5.71,,,,,,,,,,,,
9,1/14/1997,1997,JANUARY,1,0.01,-0.539141404,,,,,,,,,,,,,,,
10,1/14/1997,1997,JANUARY,1,7.57,2.095201114,0.778029855,3.14,3.7875,,,,,,,,,,,,
9,2/10/1997,1997,FEBRUARY,2,0.01,-0.539141404,,,,,,,,,,,,,,,
10,2/10/1997,1997,FEBRUARY,2,13.20,4.055723041,1.758290819,4.90,6.6025,,,,,,,,,,,,
9,3/28/1997,1997,MARCH,3,0.76,-0.276229493,,,,,,,,,,,,,,,
10,3/28/1997,1997,MARCH,3,0.14,-0.492130665,-0.384180079,4.52,0.45,,,,,,,,,,,,
9,4/22/1997,1997,APRIL,4,0.17,-0.481683834,,,,,,,,,,,,,,,
10,4/22/1997,1997,APRIL,4,0.02,-0.533917988,-0.507800911,4.01,0.095,2.499764706,,,,,,,,,,,
9,5/20/1997,1997,MAY,5,0.01,-0.539141404,,,,,,,,,,,,,,,
10,5/20/1997,1997,MAY,5,0.01,-0.539141404,-0.539141404,3.47,0.005,,,,,,,,,,,,
9,6/10/1997,1997,JUNE,6,0.01,-0.539141404,,,,,,,,,,,,,,,
10,6/10/1997,1997,JUNE,6,0.01,-0.539141404,-0.539141404,2.93,0.005,,,,,,,,,,,,
9,7/15/1997,1997,JULY,7,0.01,-0.539141404,,,,,,,,,,,,,,,
10,7/15/1997,1997,JULY,7,0.01,-0.539141404,-0.539141404,2.39,0.005,,,,,,,,,,,,
9,9/2/1997,1997,AUGUST,8,0.77,-0.272747217,,,,,,,,,,,,,,,
10,9/2/1997,1997,AUGUST,8,0.92,-0.220513062,-0.246630139,2.15,0.845,,,,,,,,,,,,
9,9/26/1997,1997,SEPTEMBER,9,0.49,-0.370250971,,,,,,,,,,,,,,,
10,9/26/1997,1997,SEPTEMBER,9,0.05,-0.523471157,-0.446861064,1.70,0.27,,,,,,,,,,,,
9,10/8/1997,1997,OCTOBER,10,0.03 ,-0.530435711,,,,,,,,,,,,,,,
10,10/8/1997,1997,OCTOBER,10,0.13 ,-0.495612942,-0.513024327,1.19,0.08,0.186428571,,,,,,,,,,,
9,11/20/1997,1997,NOVEMBER,11,0.17 ,-0.481683834,,,,,,,,,,,,,,,
10,11/20/1997,1997,NOVEMBER,11,2.22 ,0.232182942,-0.124750446,1.06,1.195,,,,,,,,,,,,
9,12/15/1997,1997,DECEMBER,12,0.02 ,-0.533917988,,,,,,,,,,,,,,,
10,12/15/1997,1997,DECEMBER,12,2.58 ,0.357544913,-0.088186538,0.97,1.3,,,,,,,,,,,,
9,1/21/1998,1998,JANUARY,1,0.01 ,-0.538793176,,,,,,,,,,,,,,,
10,1/21/1998,1998,JANUARY,1,10.4 ,3.080685493,1.270946159,2.24,5.203,,,,,,,,,,,,
9,2/10/1998,1998,FEBRUARY,2,1.21,-0.11952703,,,,,,,,,,,,,,,
10,2/10/1998,1998,FEBRUARY,2,3.86,0.803276363,0.341874666,2.59,2.535,,,,,,,,,,,,
9,3/16/1998,1998,MARCH,3,0.01 ,-0.538793176,,,,,,,,,,,,,,,
10,3/16/1998,1998,MARCH,3,1.7,0.05110454,-0.243844318,2.34,0.853,,,,,,,,,,,,
9,4/14/1998,1998,APRIL,4,0.14,-0.492130665,,,,,,,,,,,,,,,
10,4/14/1998,1998,APRIL,4,0.06,-0.51998888,-0.506059773,1.84,0.1,,,,,,,,,,,,
9,5/20/1998,1998,MAY,5,0.51,-0.363286417,,,,,,,,,,,,,,,
10,5/20/1998,1998,MAY,5,0.01 ,-0.538793176,-0.451039797,1.38,0.258,,,,,,,,,,,,
9,6/17/1998,1998,JUNE,6,0.27,-0.446861064,,,,,,,,,,,,,,,
10,6/17/1998,1998,JUNE,6,0.02,-0.533917988,-0.490389526,0.89,0.145,,,,,,,,,,,,
9,7/7/1998,1998,JULY,7,0.01 ,-0.538793176,,,,,,,,,,,,,,,
10,7/7/1998,1998,JULY,7,0.01 ,-0.538793176,-0.538793176,0.36,0.006,,,,,,,,,,,,
9,8/12/1998,1998,AUGUST,8,1.54,-0.004611891,,,,,,,,,,,,,,,
10,8/12/1998,1998,AUGUST,8,0.01 ,-0.538793176,-0.271702533,0.08,0.773,,,,,,,,,,,,
9,9/16/1998,1998,SEPTEMBER,9,0.61,-0.328463648,,,,,,,,,,,,,,,
10,9/16/1998,1998,SEPTEMBER,9,0.01 ,-0.538793176,-0.433628412,-0.35,0.308,,,,,,,,,,,,
9,10/13/1998,1998,OCTOBER,10,1.9,0.12075008,,,,,,,,,,,,,,,
10,10/13/1998,1998,OCTOBER,10,0.7,-0.297123155,-0.088186538,-0.44,1.3,,,,,,,,,,,,
9,11/19/1998,1998,NOVEMBER,11,0.05,-0.523471157,,,,,,,,,,,,,,,
10,11/19/1998,1998,NOVEMBER,11,0.05,-0.523471157,-0.523471157,-0.96,0.05,,,,,,,,,,,,
9,12/15/1998,1998,DECEMBER,12,0.27,-0.446861064,-0.446861064,-1.41,0.27,,,,,,,,,,,,
9,1/19/1999,1999,JANUARY,1,1.76,0.071998202,,,,,,,,,,,,,,,
10,1/19/1999,1999,JANUARY,1,0.41,-0.398109187,-0.163055492,-1.57,1.085,,,,,,,,,,,,
9,2/17/1999,1999,FEBRUARY,2,0.016,-0.535310899,,,,,,,,,,,,,,,
10,2/17/1999,1999,FEBRUARY,2,0.016,-0.535310899,-0.535310899,-2.11,0.016,,,,,,,,,,,,
9,3/18/1999,1999,MARCH,3,0.25,-0.453825618,,,,,,,,,,,,,,,
10,3/18/1999,1999,MARCH,3,0.42,-0.39462691,-0.424226264,-2.53,0.335,,,,,,,,,,,,
9,4/14/1999,1999,APRIL,4,0.18,-0.478201557,,,,,,,,,,,,,,,
10,4/14/1999,1999,APRIL,4,0.19,-0.47471928,-0.476460419,-3.01,0.185,,,,,,,,,,,,
9,5/18/1999,1999,MAY,5,0.36,-0.415520572,,,,,,,,,,,,,,,
10,5/18/1999,1999,MAY,5,0.39,-0.405073741,-0.410297156,-3.42,0.375,,,,,,,,,,,,
9,6/19/1999,1999,JUNE,6,2.04,0.169501957,,,,,,,,,,,,,,,
10,6/19/1999,1999,JUNE,6,4.03,0.862475072,0.515988514,-2.90,3.035,,,,,,,,,,,,
9,7/15/1999,1999,JULY,7,3.2,0.573446084,,,,,,,,,,,,,,,
10,7/15/1999,1999,JULY,7,0.98,-0.1996194,0.186913342,-2.72,2.09,,,,,,,,,,,,
9,8/19/1999,1999,AUGUST,8,3.9,0.817205471,,,,,,,,,,,,,,,
10,8/19/1999,1999,AUGUST,8,3.62,0.719701716,0.768453594,-1.95,3.76,,,,,,,,,,,,
9,9/14/1999,1999,SEPTEMBER,9,8.84,2.537450288,,,,,,,,,,,,,,,
10,9/14/1999,1999,SEPTEMBER,9,6.39,1.684292433,2.110871361,0.16,7.615,1.205888889,,,,,,,,,,,
9,10/13/1999,1999,OCTOBER,10,0.31,-0.432931957,,,,,,,,,,,,,,,
10,10/13/1999,1999,OCTOBER,10,0.32,-0.42944968,-0.431190818,-0.27,0.315,,,,,,,,,,,,
9,11/9/1999,1999,NOVEMBER,11,0.73 ,-0.286676324,,,,,,,,,,,,,,,
10,11/9/1999,1999,NOVEMBER,11,0.49 ,-0.370250971,-0.328463648,-0.60,0.61,,,,,,,,,,,,
9,12/8/1999,1999,DECEMBER,12,0.13 ,-0.495612942,,,,,,,,,,,,,,,
10,12/8/1999,1999,DECEMBER,12,0.46 ,-0.380697802,-0.438155372,-1.03,0.295,,,,,,,,,,,,
9,1/6/2000,2000,JANUARY,1,0.22 ,-0.464272449,,,,,,,,,,,,,,,
10,1/6/2000,2000,JANUARY,1,0.62 ,-0.324981371,-0.39462691,-1.43,0.42,,,,,,,,,,,,
9,2/22/2000,2000,FEBRUARY,2,0.0 ,-0.535310899,,,,,,,,,,,,,,,
10,2/22/2000,2000,FEBRUARY,2,16.9 ,5.344165515,2.404427308,0.98,8.458,,,,,,,,,,,,
9,3/14/2000,2000,MARCH,3,0.28,-0.443378787,,,,,,,,,,,,,,,
10,3/14/2000,2000,MARCH,3,0.02,-0.533917988,-0.488648388,0.49,0.15,,,,,,,,,,,,
9,4/10/2000,2000,APRIL,4,0.37 ,-0.412038295,,,,,,,,,,,,,,,
10,4/10/2000,2000,APRIL,4,3.92 ,0.824170025,0.206065865,0.69,2.145,,,,,,,,,,,,
9,5/17/2000,2000,MAY,5,0.41 ,-0.398109187,,,,,,,,,,,,,,,
10,5/17/2000,2000,MAY,5,0.24 ,-0.457307895,-0.427708541,0.27,0.325,,,,,,,,,,,,
9,6/15/2000,2000,JUNE,6,1.84 ,0.099856418,,,,,,,,,,,,,,,
10,6/15/2000,2000,JUNE,6,0.17 ,-0.481683834,-0.190913708,0.07,1.005,,,,,,,,,,,,
9,7/12/2000,2000,JULY,7,0.02 ,-0.535310899,,,,,,,,,,,,,,,
10,7/12/2000,2000,JULY,7,0.02 ,-0.535310899,-0.535310899,-0.46,0.016,,,,,,,,,,,,
9,8/17/2000,2000,AUGUST,8,0.01 ,-0.537400265,,,,,,,,,,,,,,,
10,8/17/2000,2000,AUGUST,8,0.02 ,-0.535310899,-0.536355582,-1.00,0.013,,,,,,,,,,,,
9,9/14/2000,2000,SEPTEMBER,9,0.68 ,-0.304087709,,,,,,,,,,,,,,,
10,9/14/2000,2000,SEPTEMBER,9,0.47 ,-0.377215525,-0.340651617,-1.34,0.575,,,,,,,,,,,,
9,10/16/2000,2000,OCTOBER,10,0.48 ,-0.373733248,,,,,,,,,,,,,,,
10,10/16/2000,2000,OCTOBER,10,0.67 ,-0.307569986,-0.340651617,-1.68,0.575,,,,,,,,,,,,
9,11/16/2000,2000,NOVEMBER,11,0.67 ,-0.307569986,,,,,,,,,,,,,,,
10,11/16/2000,2000,NOVEMBER,11,0.52 ,-0.35980414,-0.333687063,-2.01,0.595,,,,,,,,,,,,
9,12/13/2000,2000,DECEMBER,12,0.02 ,-0.535310899,,,,,,,,,,,,,,,
10,12/13/2000,2000,DECEMBER,12,0.42 ,-0.39462691,-0.464968905,-2.48,0.218,0.41525,,,,,,,,,,,
9,1/11/2001,2001,JANUARY,1,,,,,,,,,,,,,,,,,
10,1/11/2001,2001,JANUARY,1,,,,,,,,,,,,,,,,,
9,2/7/2001,2001,FEBRUARY,2,,,,,,,,,,,,,,,,,
10,2/7/2001,2001,FEBRUARY,2,,,,,,,,,,,,,,,,,
9,3/12/2001,2001,MARCH,3,0.41 ,-0.398109187,,,,,,,,,,,,,,,
10,3/12/2001,2001,MARCH,3,0.40 ,-0.401591464,-0.399850325,-2.88,0.405,,,,,,,,,,,,
9,4/17/2001,2001,APRIL,4,1.12 ,-0.150867523,,,,,,,,,,,,,,,
10,4/17/2001,2001,APRIL,4,2.12 ,0.197360173,0.023246325,-2.85,1.62,,,,,,,,,,,,
9,5/14/2001,2001,MAY,5,0.26 ,-0.450343341,,,,,,,,,,,,,,,
10,5/14/2001,2001,MAY,5,0.27 ,-0.446861064,-0.448602203,-3.30,0.265,,,,,,,,,,,,
9,6/12/2001,2001,JUNE,6,0.25 ,-0.453825618,,,,,,,,,,,,,,,
10,6/12/2001,2001,JUNE,6,0.35 ,-0.419002849,-0.436414234,-3.74,0.3,,,,,,,,,,,,
9,7/18/2001,2001,JULY,7,0.30 ,-0.436414234,,,,,,,,,,,,,,,
10,7/18/2001,2001,JULY,7,0.23 ,-0.460790172,-0.448602203,-4.19,0.265,,,,,,,,,,,,
9,8/14/2001,2001,AUGUST,8,6.27 ,1.64250511,,,,,,,,,,,,,,,
10,8/14/2001,2001,AUGUST,8,3.42 ,0.648315039,1.145410074,-3.04,4.8425,,,,,,,,,,,,
9,9/11/2001,2001,SEPTEMBER,9,2.77 ,0.423708175,,,,,,,,,,,,,,,
10,9/11/2001,2001,SEPTEMBER,9,0.90 ,-0.227477616,0.098115279,-2.94,1.835,,,,,,,,,,,,
9,10/18/2001,2001,OCTOBER,10,0.12 ,-0.499095219,,,,,,,,,,,,,,,
10,10/18/2001,2001,OCTOBER,10,0.10 ,-0.506059773,-0.502577496,-3.45,0.11,,,,,,,,,,,,
9,11/7/2001,2001,NOVEMBER,11,0.55 ,-0.34935731,,,,,,,,,,,,,,,
10,11/7/2001,2001,NOVEMBER,11,0.25 ,-0.453825618,-0.401591464,-3.85,0.4,,,,,,,,,,,,
9,12/5/2001,2001,DECEMBER,12,0.18 ,-0.478201557,,,,,,,,,,,,,,,
10,12/5/2001,2001,DECEMBER,12,0.15 ,-0.488648388,-0.483424972,-4.33,0.165,,,,,,,,,,,,
9,1/16/2002,2002,JANUARY,1,0.20 ,-0.471237003,,,,,,,,,,,,,,,
10,1/16/2002,2002,JANUARY,1,0.08 ,-0.513024327,-0.492130665,-4.82,0.14,,,,,,,,,,,,
9,2/14/2002,2002,FEBRUARY,2,0.10 ,-0.506059773,,,,,,,,,,,,,,,
10,2/14/2002,2002,FEBRUARY,2,0.44 ,-0.387662356,-0.446861064,-5.27,0.27,,,,,,,,,,,,
9,3/21/2002,2002,MARCH,3,0.10 ,-0.506059773,,,,,,,,,,,,,,,
10,3/21/2002,2002,MARCH,3,0.44 ,-0.387662356,-0.446861064,-5.72,0.27,,,,,,,,,,,,
9,4/17/2002,2002,APRIL,4,0.22 ,-0.464272449,,,,,,,,,,,,,,,
10,4/17/2002,2002,APRIL,4,0.13 ,-0.495612942,-0.479942695,-6.20,0.175,,,,,,,,,,,,
9,5/15/2002,2002,MAY,5,1.18 ,-0.129973861,,,,,,,,,,,,,,,
10,5/15/2002,2002,MAY,5,0.02 ,-0.535310899,-0.33264238,-6.53,0.598,,,,,,,,,,,,
9,6/13/2002,2002,JUNE,6,0.34 ,-0.422485126,,,,,,,,,,,,,,,
10,6/13/2002,2002,JUNE,6,0.04 ,-0.526953434,-0.47471928,-7.00,0.19,,,,,,,,,,,,
9,7/16/2002,2002,JULY,7,0.02 ,-0.535310899,,,,,,,,,,,,,,,
10,7/16/2002,2002,JULY,7,0.02 ,-0.535310899,-0.535310899,-7.54,0.016,,,,,,,,,,,,
9,8/13/2002,2002,AUGUST,8,0.20 ,-0.471237003,,,,,,,,,,,,,,,
10,8/13/2002,2002,AUGUST,8,0.45 ,-0.384180079,-0.427708541,2.88,0.325,0.693323529,,,,,,,,,,,
9,9/19/2002,2002,SEPTEMBER,9,1.05 ,-0.175243462,,,,,,,,,,,,,,,
10,9/19/2002,2002,SEPTEMBER,9,1.14 ,-0.143902969,-0.159573215,2.72,1.095,,,,,,,,,,,,
9,10/17/2002,2002,OCTOBER,10,1.54 ,-0.004611891,,,,,,,,,,,,,,,
10,10/17/2002,2002,OCTOBER,10,1.82 ,0.092891864,0.044139987,2.76,1.68,,,,,,,,,,,,
9,11/14/2002,2002,NOVEMBER,11,0.44 ,-0.387662356,,,,,,,,,,,,,,,
10,11/14/2002,2002,NOVEMBER,11,1.76 ,0.071998202,-0.157832077,2.60,1.1,,,,,,,,,,,,
9,12/18/2002,2002,DECEMBER,12,0.28 ,-0.443378787,,,,,,,,,,,,,,,
10,12/18/2002,2002,DECEMBER,12,0.43 ,-0.391144633,-0.41726171,2.19,0.355,,,,,,,,,,,,
9,1/15/2003,2003,JANUARY,1,0.08 ,-0.513024327,,,,,,,,,,,,,,,
10,1/15/2003,2003,JANUARY,1,0.40 ,-0.401591464,-0.457307895,1.73,0.24,,,,,,,,,,,,
9,2/11/2003,2003,FEBRUARY,2,0.09 ,-0.50954205,,,,,,,,,,,,,,,
10,2/11/2003,2003,FEBRUARY,2,0.22 ,-0.464272449,-0.486907249,1.24,0.155,,,,,,,,,,,,
9,3/11/2003,2003,MARCH,3,0.15 ,-0.488648388,,,,,,,,,,,,,,,
10,3/11/2003,2003,MARCH,3,0.20 ,-0.471237003,-0.479942695,0.76,0.175,,,,,,,,,,,,
9,4/16/2003,2003,APRIL,4,0.20 ,-0.471237003,,,,,,,,,,,,,,,
10,4/16/2003,2003,APRIL,4,23.1 ,7.503177229,3.515970113,4.28,11.65,,,,,,,,,,,,
9,5/15/2003,2003,MAY,5,0.02 ,-0.533917988,,,,,,,,,,,,,,,
10,5/15/2003,2003,MAY,5,0.12 ,-0.499095219,-0.516506604,3.76,0.07,,,,,,,,,,,,
9,6/18/2003,2003,JUNE,6,0.02 ,-0.535310899,,,,,,,,,,,,,,,
10,6/18/2003,2003,JUNE,6,0.02 ,-0.535310899,-0.535310899,3.23,0.016,,,,,,,,,,,,
9,7/16/2003,2003,JULY,7,1.14 ,-0.143902969,,,,,,,,,,,,,,,
10,7/16/2003,2003,JULY,7,0.28 ,-0.443378787,-0.293640878,2.93,0.71,,,,,,,,,,,,
9,8/13/2003,2003,AUGUST,8,0.17 ,-0.481683834,,,,,,,,,,,,,,,
10,8/13/2003,2003,AUGUST,8,0.14 ,-0.492130665,-0.486907249,2.45,0.155,,,,,,,,,,,,
9,9/22/2003,2003,SEPTEMBER,9,3.49 ,0.674432116,,,,,,,,,,,,,,,
10,9/22/2003,2003,SEPTEMBER,9,4.81 ,1.134092674,0.904262395,3.35,4.15,,,,,,,,,,,,
9,10/16/2003,2003,OCTOBER,10,0.95 ,-0.210066231,,,,,,,,,,,,,,,
10,10/16/2003,2003,OCTOBER,10,0.38 ,-0.408556018,-0.309311125,3.04,0.665,,,,,,,,,,,,
9,11/17/2003,2003,NOVEMBER,11,1.09 ,-0.161314354,,,,,,,,,,,,,,,
