11,1/25/1995,1995,JANUARY,1,0.40,-0.390328039,,,,,,,,
12,1/25/1995,1995,JANUARY,1,0.14,-0.644456251,,,,,,,,
13,1/25/1995,1995,JANUARY,1,0.28,-0.507617983,-0.514134091,,0.273333333,,,,,
11,2/15/1995,1995,FEBRUARY,2,0.12,-0.664004575,,,,,,,,
12,2/15/1995,1995,FEBRUARY,2,0.27,-0.517392145,,,,,,,,
13,2/15/1995,1995,FEBRUARY,2,0.27,-0.517392145,-0.566262955,-1.080397046,0.22,,,,,
11,3/23/1995,1995,MARCH,3,0.25,-0.536940469,,,,,,,,
12,3/23/1995,1995,MARCH,3,0.27,-0.517392145,,,,,,,,
13,3/23/1995,1995,MARCH,3,0.33,-0.458747173,-0.504359929,-1.584756975,0.283333333,,,,,
11,4/25/1995,1995,APRIL,4,0.31,-0.478295497,,,,,,,,
12,4/25/1995,1995,APRIL,4,0.28,-0.507617983,,,,,,,,
13,4/25/1995,1995,APRIL,4,0.10,-0.683552899,-0.556488793,-2.141245768,0.23,,,,,
11,5/20/1995,1995,MAY,5,0.57,-0.224167284,,,,,,,,
12,5/20/1995,1995,MAY,5,0.40,-0.390328039,,,,,,,,
13,5/20/1995,1995,MAY,5,0.20,-0.585811279,-0.400102201,-2.541347969,0.39,,,,,
11,6/14/1995,1995,JUNE,6,,-0.78129452,,,,,,,,
12,6/14/1995,1995,JUNE,6,0.20,-0.585811279,,,,,,,,
13,6/14/1995,1995,JUNE,6,0.33,-0.458747173,-0.912926486,-3.454274454,0.265,,,,,
11,7/6/1995,1995,JULY,7,0.03,-0.751972033,,,,,,,,
12,7/6/1995,1995,JULY,7,0.15,-0.634682089,,,,,,,,
13,7/6/1995,1995,JULY,7,0.02,-0.761746195,-0.716133439,-4.170407894,0.066666667,,,,,
11,8/22/1995,1995,AUGUST,8,0.36,-0.429424687,,,,,,,,
12,8/22/1995,1995,AUGUST,8,1.95,1.124667075,,,,,,,,
13,8/22/1995,1995,AUGUST,8,0.02,-0.76565586,-0.023471157,-4.193879051,0.775333333,,,,,
11,9/21/1995,1995,SEPTEMBER,9,1.02,0.215670007,,,,,,,,
12,9/21/1995,1995,SEPTEMBER,9,1.08,0.274314979,,,,,,,,
13,9/21/1995,1995,SEPTEMBER,9,0.02,-0.766633276,-0.092216097,-4.286095148,0.705,,,,,
11,10/12/1995,1995,OCTOBER,10,0.35,-0.439198849,,,,,,,,
12,10/12/1995,1995,OCTOBER,10,0.65,-0.145973988,,,,,,,,
13,10/12/1995,1995,OCTOBER,10,0.69,-0.10687734,-0.230683392,-4.51677854,0.563333333,,,,,
11,12/8/1995,1995,DECEMBER,12,0.01,-0.771520357,,,,,,,,
12,12/8/1995,1995,DECEMBER,12,0.04,-0.742197871,,,,,,,,
13,12/8/1995,1995,DECEMBER,12,0.02,-0.76565586,-0.759791363,-5.276569903,0.022,0.344909091,,,,
11,1/23/1996,1996,JANUARY,1,1.84,1.017151293,,,,,,,,
12,1/23/1996,1996,JANUARY,1,0.62,-0.175296474,,,,,,,,
13,1/23/1996,1996,JANUARY,1,0.06,-0.722649547,0.03973509,-5.236834813,0.84,,,,,
11,2/12/1996,1996,FEBRUARY,2,0.02,-0.76565586,,,,,,,,
12,2/12/1996,1996,FEBRUARY,2,0.17,-0.615133765,,,,,,,,
13,2/12/1996,1996,FEBRUARY,2,0.02,-0.76565586,-0.715481829,-5.952316642,0.067333333,,,,,
11,3/19/1996,1996,MARCH,3,0.02,-0.76565586,,,,,,,,
12,3/19/1996,1996,MARCH,3,0.02,-0.76565586,,,,,,,,
13,3/19/1996,1996,MARCH,3,0.02,-0.76565586,-0.76565586,-6.717972502,0.016,,,,,
11,4/18/1996,1996,APRIL,4,0.02,-0.76565586,,,,,,,,
12,4/18/1996,1996,APRIL,4,0.02,-0.76565586,,,,,,,,
13,4/18/1996,1996,APRIL,4,0.06,-0.722649547,-0.751320423,-7.469292924,0.030666667,,,,,
11,5/7/1996,1996,MAY,5,0.16,-0.624907927,,,,,,,,
12,5/7/1996,1996,MAY,5,0.16,-0.624907927,,,,,,,,
13,5/7/1996,1996,MAY,5,0.07,-0.712875385,-0.654230413,-8.123523338,0.13,,,,,
11,6/17/1996,1996,JUNE,6,0.08,-0.703101223,,,,,,,,
12,6/17/1996,1996,JUNE,6,0.22,-0.566262955,,,,,,,,
13,6/17/1996,1996,JUNE,6,0.15,-0.634682089,-0.634682089,-8.758205427,0.15,,,,,
11,7/23/1996,1996,JULY,7,0.52,-0.273038094,,,,,,,,
12,7/23/1996,1996,JULY,7,0.44,-0.351231391,,,,,,,,
13,7/23/1996,1996,JULY,7,0.05,-0.732423709,-0.452231065,-9.210436492,0.336666667,,,,,
11,8/22/1996,1996,AUGUST,8,0.02,-0.76565586,,,,,,,,
12,8/22/1996,1996,AUGUST,8,0.03,-0.751972033,,,,,,,,
13,8/22/1996,1996,AUGUST,8,0.02,-0.76565586,-0.761094585,-9.971531076,0.020666667,,,,,
11,9/16/1996,1996,SEPTEMBER,9,1.39,0.577314002,,,,,,,,
12,9/16/1996,1996,SEPTEMBER,9,2.75,1.906600036,,,,,,,,
13,9/16/1996,1996,SEPTEMBER,9,1.95,1.124667075,1.202860371,-8.768670705,2.03,,,,,
11,10/22/1996,1996,OCTOBER,10,0.91,0.108154224,,,,,,,,
12,10/22/1996,1996,OCTOBER,10,0.60,-0.194844798,,,,,,,,
13,10/22/1996,1996,OCTOBER,10,0.52,-0.273038094,-0.119909556,-8.888580261,0.676666667,,,,,
11,11/14/1996,1996,NOVEMBER,11,0.88,0.078831738,,,,,,,,
12,11/14/1996,1996,NOVEMBER,11,0.69,-0.10687734,,,,,,,,
13,11/14/1996,1996,NOVEMBER,11,0.74,-0.05800653,-0.028684044,-8.917264305,0.77,,,,,
11,12/30/1996,1996,DECEMBER,12,4.62,3.734368335,,,,,,,,
12,12/30/1996,1996,DECEMBER,12,4.98,4.086238167,,,,,,,,
13,12/30/1996,1996,DECEMBER,12,4.91,4.017819033,3.946141845,-4.97112246,4.836666667,,,,,
11,1/14/1997,1997,JANUARY,1,1.27,0.460024057,,,,,,,,
12,1/14/1997,1997,JANUARY,1,0.73,-0.067780692,,,,,,,,
13,1/14/1997,1997,JANUARY,1,0.41,-0.380553877,0.003896496,-4.967225964,0.803333333,,,,,
11,2/10/1997,1997,FEBRUARY,2,8.42,7.448549903,,,,,,,,
12,2/10/1997,1997,FEBRUARY,2,5.24,4.34036638,,,,,,,,
13,2/10/1997,1997,FEBRUARY,2,3.82,2.952435373,4.913783885,-0.053442079,5.826666667,,,,,
11,3/28/1997,1997,MARCH,3,0.23,-0.556488793,,,,,,,,
12,3/28/1997,1997,MARCH,3,0.13,-0.654230413,,,,,,,,
13,3/28/1997,1997,MARCH,3,0.12,-0.664004575,-0.624907927,-0.678350006,0.16,,,,,
11,4/22/1997,1997,APRIL,4,0.07,-0.712875385,,,,,,,,
12,4/22/1997,1997,APRIL,4,0.26,-0.527166307,,,,,,,,
13,4/22/1997,1997,APRIL,4,0.20,-0.585811279,-0.608617657,-1.286967663,0.176666667,0.99372549,,,,
11,5/20/1997,1997,MAY,5,0.05,-0.732423709,,,,,,,,
12,5/20/1997,1997,MAY,5,0.53,-0.263263932,,,,,,,,
13,5/20/1997,1997,MAY,5,0.01,-0.776407438,-0.59069836,-1.877666023,0.195,,,,,
11,6/10/1997,1997,JUNE,6,0.01,-0.776407438,,,,,,,,
12,6/10/1997,1997,JUNE,6,0.01,-0.776407438,,,,,,,,
13,6/10/1997,1997,JUNE,6,0.01,-0.776407438,-0.776407438,-2.654073462,0.005,,,,,
11,7/15/1997,1997,JULY,7,0.01,-0.776407438,,,,,,,,
12,7/15/1997,1997,JULY,7,0.01,-0.776407438,,,,,,,,
13,7/15/1997,1997,JULY,7,0.01,-0.776407438,-0.776407438,-3.4304809,0.005,,,,,
11,8/28/1997,1997,AUGUST,8,0.01,-0.776407438,,,,,,,,
12,8/28/1997,1997,AUGUST,8,0.07,-0.712875385,,,,,,,,
13,8/29/1997,1997,AUGUST,8,0.01,-0.776407438,-0.755230087,-4.185710988,0.026666667,,,,,
12,9/24/1997,1997,SEPTEMBER,9,0.09,-0.693327061,,,,,,,,
13,9/24/1997,1997,SEPTEMBER,9,0.20,-0.585811279,,,,,,,,
11,9/26/1997,1997,SEPTEMBER,9,0.04,-0.742197871,-0.673778737,-4.859489725,0.11,,,,,
11,10/8/1997,1997,OCTOBER,10,0.17 ,-0.615133765,,,,,,,,
12,10/8/1997,1997,OCTOBER,10,0.04 ,-0.742197871,,,,,,,,
13,10/8/1997,1997,OCTOBER,10,0.18 ,-0.605359603,-0.654230413,-5.513720138,0.13,0.092619048,,,,
11,11/20/1997,1997,NOVEMBER,11,2.13 ,1.300601991,,,,,,,,
12,11/20/1997,1997,NOVEMBER,11,2.51 ,1.672020148,,,,,,,,
13,11/20/1997,1997,NOVEMBER,11,2.31 ,1.476536908,1.483053016,-4.030667123,2.316666667,,,,,
11,12/15/1997,1997,DECEMBER,12,3.43 ,2.571243054,,,,,,,,
12,12/15/1997,1997,DECEMBER,12,0.32 ,-0.468521335,,,,,,,,
13,12/15/1997,1997,DECEMBER,12,0.10 ,-0.683552899,0.473056273,-3.557610849,1.283333333,,,,,
11,1/21/1998,1998,JANUARY,1,0.01 ,-0.775430022,,,,,,,,
12,1/21/1998,1998,JANUARY,1,0.02 ,-0.761746195,,,,,,,,
13,1/21/1998,1998,JANUARY,1,0.01 ,-0.775430022,-0.770868747,-4.328479596,0.010666667,,,,,
11,2/10/1998,1998,FEBRUARY,2,5.5,4.594494592,,,,,,,,
12,2/10/1998,1998,FEBRUARY,2,2.49,1.652471824,,,,,,,,
13,2/10/1998,1998,FEBRUARY,2,3.12,2.268244031,2.838403483,-1.490076113,3.703333333,,,,,
11,3/16/1998,1998,MARCH,3,0.01 ,-0.775430022,,,,,,,,
12,3/16/1998,1998,MARCH,3,0.11,-0.673778737,,,,,,,,
13,3/16/1998,1998,MARCH,3,0.01 ,-0.775430022,-0.741546261,-2.231622374,0.040666667,,,,,
11,4/14/1998,1998,APRIL,4,0.02,-0.761746195,,,,,,,,
12,4/14/1998,1998,APRIL,4,0.02,-0.761746195,,,,,,,,
13,4/14/1998,1998,APRIL,4,0.02,-0.761746195,-0.761746195,-2.993368569,0.02,,,,,
11,5/20/1998,1998,MAY,5,0.01 ,-0.775430022,,,,,,,,
12,5/20/1998,1998,MAY,5,0.01 ,-0.775430022,,,,,,,,
13,5/20/1998,1998,MAY,5,0.01 ,-0.775430022,-0.775430022,-3.768798592,0.006,,,,,
11,6/17/1998,1998,JUNE,6,0.01 ,-0.775430022,,,,,,,,
12,6/17/1998,1998,JUNE,6,0.32,-0.468521335,,,,,,,,
13,6/17/1998,1998,JUNE,6,0.19,-0.595585441,-0.613178933,-4.381977524,0.172,,,,,
11,7/7/1998,1998,JULY,7,0.01 ,-0.775430022,,,,,,,,
12,7/7/1998,1998,JULY,7,0.01 ,-0.775430022,,,,,,,,
13,7/7/1998,1998,JULY,7,0.01 ,-0.775430022,-0.775430022,-5.157407547,0.006,,,,,
11,8/12/1998,1998,AUGUST,8,0.39,-0.400102201,,,,,,,,
12,8/12/1998,1998,AUGUST,8,0.47,-0.321908904,,,,,,,,
13,8/12/1998,1998,AUGUST,8,0.37,-0.419650525,-0.380553877,-5.537961423,0.41,,,,,
11,9/16/1998,1998,SEPTEMBER,9,0.79,-0.00913572,,,,,,,,
12,9/16/1998,1998,SEPTEMBER,9,0.2,-0.585811279,,,,,,,,
13,9/16/1998,1998,SEPTEMBER,9,0.01 ,-0.775430022,-0.45679234,-5.994753764,0.332,,,,,
11,10/13/1998,1998,OCTOBER,10,0.69,-0.10687734,,,,,,,,
12,10/13/1998,1998,OCTOBER,10,1.11,0.303637465,,,,,,,,
13,10/13/1998,1998,OCTOBER,10,0.89,0.0886059,0.095122008,-5.899631755,0.896666667,,,,,
11,11/19/1998,1998,NOVEMBER,11,0.08,-0.703101223,,,,,,,,
12,11/19/1998,1998,NOVEMBER,11,0.09,-0.693327061,,,,,,,,
13,11/19/1998,1998,NOVEMBER,11,0.01,-0.771520357,-0.722649547,-6.622281303,0.06,,,,,
11,12/15/1998,1998,DECEMBER,12,0.31,-0.478295497,,,,,,,,
12,12/15/1998,1998,DECEMBER,12,0.24,-0.546714631,,,,,,,,
13,12/15/1998,1998,DECEMBER,12,0.52,-0.273038094,-0.432682741,-7.054964043,0.356666667,,,,,
11,1/19/1999,1999,JANUARY,1,0.21,-0.576037117,,,,,,,,
12,1/19/1999,1999,JANUARY,1,0.75,-0.048232368,,,,,,,,
13,1/19/1999,1999,JANUARY,1,0.17,-0.615133765,-0.413134417,-7.46809846,0.376666667,,,,,
11,2/17/1999,1999,FEBRUARY,2,0.016,-0.76565586,,,,,,,,
12,2/17/1999,1999,FEBRUARY,2,0.05,-0.732423709,,,,,,,,
13,2/17/1999,1999,FEBRUARY,2,0.016,-0.76565586,-0.754578477,-8.222676937,0.027333333,,,,,
11,3/18/1999,1999,MARCH,3,0.23,-0.556488793,,,,,,,,
12,3/18/1999,1999,MARCH,3,0.21,-0.576037117,,,,,,,,
13,3/18/1999,1999,MARCH,3,0.18,-0.605359603,-0.579295171,-8.801972108,0.206666667,,,,,
11,4/14/1999,1999,APRIL,4,0.17,-0.615133765,,,,,,,,
12,4/14/1999,1999,APRIL,4,0.28,-0.507617983,,,,,,,,
13,4/14/1999,1999,APRIL,4,0.19,-0.595585441,-0.572779063,-9.374751171,0.213333333,,,,,
11,5/18/1999,1999,MAY,5,0.49,-0.30236058,,,,,,,,
12,5/18/1999,1999,MAY,5,0.39,-0.400102201,,,,,,,,
13,5/18/1999,1999,MAY,5,0.36,-0.429424687,-0.377295823,-9.752046993,0.413333333,,,,,
11,6/16/1999,1999,JUNE,6,1.19,0.381830761,,,,,,,,
12,6/16/1999,1999,JUNE,6,1,0.196121683,,,,,,,,
13,6/16/1999,1999,JUNE,6,0.98,0.176573359,0.251508601,-9.500538393,1.056666667,,,,,
11,7/15/1999,1999,JULY,7,0.39,-0.400102201,,,,,,,,
12,7/15/1999,1999,JULY,7,1.13,0.323185789,,,,,,,,
13,7/15/1999,1999,JULY,7,0.24,-0.546714631,-0.207877014,-9.708415407,0.586666667,,,,,
12,8/17/1999,1999,AUGUST,8,0.14,-0.644456251,,,,,,,,
13,8/17/1999,1999,AUGUST,8,0.09,-0.693327061,,,,,,,,
11,8/19/1999,1999,AUGUST,8,0.58,-0.214393122,-0.517392145,-10.22580755,0.27,,,,,
11,9/14/1999,1999,SEPTEMBER,9,3.9,3.030628669,,,,,,,,
12,9/14/1999,1999,SEPTEMBER,9,3.59,2.727629646,,,,,,,,
13,9/14/1999,1999,SEPTEMBER,9,2.5,1.662245986,2.473501434,-7.752306118,3.33,0.485555556,,,,
11,10/13/1999,1999,OCTOBER,10,0.44,-0.351231391,,,,,,,,
12,10/13/1999,1999,OCTOBER,10,0.56,-0.233941446,,,,,,,,
13,10/13/1999,1999,OCTOBER,10,0.31,-0.478295497,-0.354489445,-8.106795563,0.436666667,,,,,
11,11/9/1999,1999,NOVEMBER,11,0.58 ,-0.214393122,,,,,,,,
12,11/9/1999,1999,NOVEMBER,11,0.57 ,-0.224167284,,,,,,,,
13,11/9/1999,1999,NOVEMBER,11,0.45 ,-0.341457229,-0.260005878,-8.366801441,0.533333333,,,,,
11,12/8/1999,1999,DECEMBER,12,0.35 ,-0.439198849,,,,,,,,
12,12/8/1999,1999,DECEMBER,12,0.21 ,-0.576037117,,,,,,,,
13,12/8/1999,1999,DECEMBER,12,0.16 ,-0.624907927,-0.546714631,-8.913516072,0.24,,,,,
11,1/6/2000,2000,JANUARY,1,0.03 ,-0.751972033,,,,,,,,
12,1/6/2000,2000,JANUARY,1,0.35 ,-0.439198849,,,,,,,,
13,1/6/2000,2000,JANUARY,1,0.03 ,-0.751972033,-0.647714305,-9.561230377,0.136666667,,,,,
11,2/22/2000,2000,FEBRUARY,2,0.11 ,-0.673778737,,,,,,,,
12,2/22/2000,2000,FEBRUARY,2,0.02 ,-0.76565586,,,,,,,,
13,2/22/2000,2000,FEBRUARY,2,0.02 ,-0.76565586,-0.735030153,-10.29626053,0.047333333,,,,,
11,3/14/2000,2000,MARCH,3,0.27,-0.517392145,,,,,,,,
12,3/14/2000,2000,MARCH,3,0.45,-0.341457229,,,,,,,,
13,3/14/2000,2000,MARCH,3,0.2,-0.585811279,-0.481553551,-10.77781408,0.306666667,,,,,
11,4/10/2000,2000,APRIL,4,0.48 ,-0.312134742,,,,,,,,
12,4/10/2000,2000,APRIL,4,0.45 ,-0.341457229,,,,,,,,
13,4/10/2000,2000,APRIL,4,0.15 ,-0.634682089,-0.429424687,-11.20723877,0.36,,,,,
11,5/17/2000,2000,MAY,5,0.10 ,-0.683552899,,,,,,,,
12,5/17/2000,2000,MAY,5,0.17 ,-0.615133765,,,,,,,,
13,5/17/2000,2000,MAY,5,0.13 ,-0.654230413,-0.650972359,-11.85821113,0.133333333,,,,,
11,6/15/2000,2000,JUNE,6,0.37 ,-0.419650525,,,,,,,,
12,6/15/2000,2000,JUNE,6,0.40 ,-0.390328039,,,,,,,,
13,6/15/2000,2000,JUNE,6,0.12 ,-0.664004575,-0.491327713,-12.34953884,0.296666667,,,,,
11,7/12/2000,2000,JULY,7,0.42 ,-0.370779715,,,,,,,,
12,7/12/2000,2000,JULY,7,0.20 ,-0.585811279,,,,,,,,
13,7/12/2000,2000,JULY,7,0.02 ,-0.76565586,-0.574082285,-12.92362112,0.212,,,,,
11,8/17/2000,2000,AUGUST,8,0.45 ,-0.341457229,,,,,,,,
12,8/17/2000,2000,AUGUST,8,0.79 ,-0.00913572,,,,,,,,
13,8/17/2000,2000,AUGUST,8,0.65 ,-0.145973988,-0.165522312,-13.08914344,0.63,,,,,
11,9/14/2000,2000,SEPTEMBER,9,0.53 ,-0.263263932,,,,,,,,
12,9/14/2000,2000,SEPTEMBER,9,0.37 ,-0.419650525,,,,,,,,
13,9/14/2000,2000,SEPTEMBER,9,0.06 ,-0.722649547,-0.468521335,-13.55766477,0.32,,,,,
11,10/16/2000,2000,OCTOBER,10,0.70 ,-0.097103178,,,,,,,,
12,10/16/2000,2000,OCTOBER,10,1.03 ,0.225444169,,,,,,,,
13,10/16/2000,2000,OCTOBER,10,0.98 ,0.176573359,0.101638116,-13.45602665,0.903333333,,,,,
11,11/16/2000,2000,NOVEMBER,11,0.84 ,0.03973509,,,,,,,,
12,11/16/2000,2000,NOVEMBER,11,0.81 ,0.010412604,,,,,,,,
13,11/16/2000,2000,NOVEMBER,11,1.47 ,0.655507298,0.235218331,-13.22080832,1.04,,,,,
11,12/13/2000,2000,DECEMBER,12,0.71 ,-0.087329016,,,,,,,,
12,12/13/2000,2000,DECEMBER,12,0.35 ,-0.439198849,,,,,,,,
13,12/13/2000,2000,DECEMBER,12,0.80 ,0.000638442,-0.175296474,-13.3961048,0.62,0.519416667,,,,
11,1/11/2001,2001,JANUARY,1,,,,,,,,,,
12,1/11/2001,2001,JANUARY,1,,,,,,,,,,
13,1/11/2001,2001,JANUARY,1,,,,,,,,,,
11,2/7/2001,2001,FEBRUARY,2,,,,,,,,,,
12,2/7/2001,2001,FEBRUARY,2,,,,,,,,,,
13,2/7/2001,2001,FEBRUARY,2,,,,,,,,,,
11,3/12/2001,2001,MARCH,3,0.74 ,-0.05800653,,,,,,,,
12,3/12/2001,2001,MARCH,3,1.36 ,0.547991515,,,,,,,,
13,3/12/2001,2001,MARCH,3,0.29 ,-0.497843821,-0.002619612,-13.39872441,0.796666667,,,,,
11,4/17/2001,2001,APRIL,4,0.89 ,0.0886059,,,,,,,,
12,4/17/2001,2001,APRIL,4,1.37 ,0.557765677,,,,,,,,
13,4/17/2001,2001,APRIL,4,0.24 ,-0.546714631,0.033218982,-13.36550543,0.833333333,,,,,
11,5/14/2001,2001,MAY,5,0.61 ,-0.185070636,,,,,,,,
12,5/14/2001,2001,MAY,5,0.38 ,-0.409876363,,,,,,,,
13,5/14/2001,2001,MAY,5,0.24 ,-0.546714631,-0.380553877,-13.7460593,0.41,,,,,
11,6/12/2001,2001,JUNE,6,0.54 ,-0.258376851,,,,,,,,
12,6/12/2001,2001,JUNE,6,0.32 ,-0.468521335,,,,,,,,
13,6/12/2001,2001,JUNE,6,0.96 ,0.157025035,-0.189957717,-13.93601702,0.605,,,,,
11,7/18/2001,2001,JULY,7,0.10 ,-0.683552899,,,,,,,,
12,7/18/2001,2001,JULY,7,0.09 ,-0.693327061,,,,,,,,
13,7/18/2001,2001,JULY,7,0.12 ,-0.664004575,-0.680294845,-14.61631187,0.103333333,,,,,
11,8/14/2001,2001,AUGUST,8,1.18 ,0.372056599,,,,,,,,
12,8/14/2001,2001,AUGUST,8,1.33 ,0.518669029,,,,,,,,
13,8/14/2001,2001,AUGUST,8,1.34 ,0.528443191,0.473056273,-14.14325559,1.283333333,,,,,
11,9/11/2001,2001,SEPTEMBER,9,0.61 ,-0.185070636,,,,,,,,
